pro_title,pro_brand,pro_model,pro_color,数量,normalized_brand,device_category,normalized_model,memory_storage,normalized_color,storage
一加 Ace 3,一加,16+1T  星辰黑 5G全网通,,1,OnePlus 一加,Smartphone,Ace 3,未知+1024GB,未知,未知+1024GB
OPPO Reno12,OPPO,乌木黑 12+256G,,5,OPPO,Smartphone,OPPO Reno12,未知+256GB,未知,未知+256GB
华为 nova Flip,华为,256G 零度白,,2,Huawei 华为,Smartphone,nova Flip,未知+256GB,未知,未知+256GB
华为 Mate X5,华为,16GB+1TB 典藏版  幻影紫,,4,Huawei 华为,Smartphone,Mate X5,未知+16GB,未知,未知+16GB
vivo iQOO Z9,vivo,曜夜黑 12+512G,,1,VIVO,Smartphone,vivo iQOO Z9,未知+512GB,未知,未知+512GB
华为 Mate 60,华为,Mate 60 专属版 雅丹黑 12+256G,,4,Huawei 华为,Smartphone,Mate 60,未知+256GB,未知,未知+256GB
华为 Pura 70 Pro,华为,极速发货 雪域白 12+256G,,4,Huawei 华为,Smartphone,Pura 70 Pro,未知+256GB,未知,未知+256GB
华为 nova 12 Pro,华为,曜金黑 256G,,1,Huawei 华为,Smartphone,nova 12 Pro,未知+256GB,未知,未知+256GB
vivo X Fold3,vivo,薄翼黑 16+512G,,2,VIVO,Smartphone,vivo X Fold3,未知+512GB,未知,未知+512GB
MatePad Pro 2024款,华为,13.2英寸 晶钻白 12GB+256GB WiFi版,,4,Huawei 华为,Tablet,MatePad Pro 2024,12GB+256GB,未知,12GB+256GB
华硕 ROG枪神7,华硕,i9-13980HX/16G/1TBSSD/RTX4070 8G独显/240Hz/2.5K/黑色,,1,Asus 华硕,Smartphone,ROG,未知+16GB,未知,未知+16GB
OPPO Reno12 Pro,OPPO,银幻紫 16+512G,,4,OPPO,Smartphone,OPPO Reno12 Pro,未知+512GB,未知,未知+512GB
三星 Galaxy Z Flip4,三星,哥特太空 8+256G,,1,Samsung 三星,Smartphone,Galaxy Z Flip4,未知+256GB,未知,未知+256GB
Redmi K70,红米,16+256G  墨羽,,2,Xiaomi 小米,Smartphone,Redmi K70,未知+256GB,未知,未知+256GB
vivo S19,vivo,烟雨青 12+512G,,3,VIVO,Smartphone,vivo S19,未知+512GB,未知,未知+512GB
iPhone 13,Apple,标准版（iPhone 13） 粉色 全网通-国行版 128G,,2,Apple 苹果,Smartphone,iPhone 13,未知+128GB,未知,未知+128GB
荣耀 Magic6,荣耀,绒黑色 16+256G 5G全网通,,1,Honor 荣耀,Smartphone,Magic6,256GB+5GB,未知,256GB+5GB
vivo X100s,vivo,白月光 专属版 16+256G,,5,VIVO,Smartphone,vivo X100,未知+256GB,未知,未知+256GB
vivo S19,vivo,桃花扇 12+256G,,1,VIVO,Smartphone,vivo S19,未知+256GB,未知,未知+256GB
红魔9Pro+,努比亚（nubia）,氘锋透明银翼  16+512G 5G全网通,,2,Nubia 努比亚,Smartphone,Pro,512GB+5GB,红色,512GB+5GB
机械革命 翼龙15 Pro 2024,机械革命（MECHREVO）,云涧白 R7-8845H/32G/1T/RTX4060/15.3英寸,,1,MECHREVO 机械革命,Smartphone,云涧白 R7-8845H/32G/1T/RTX4060/15.3英寸,未知+32GB,未知,未知+32GB
iPhone 15 Plus,Apple,256G 蓝色,,3,Apple 苹果,Smartphone,iPhone 15 Plus,未知+256GB,未知,未知+256GB
Redmi K70,红米,墨羽 12+256G,,2,Xiaomi 小米,Smartphone,Redmi K70,未知+256GB,未知,未知+256GB
OPPO Reno12 Pro,OPPO,银幻紫 16+256G,,10,OPPO,Smartphone,OPPO Reno12 Pro,未知+256GB,未知,未知+256GB
华为 Mate 60,华为,Mate 60 白沙银 标准版 12+256G,,5,Huawei 华为,Smartphone,Mate 60,未知+256GB,未知,未知+256GB
小米 MIX Flip,小米,幻影紫 12+512G,,2,Xiaomi 小米,Smartphone,MIX Flip,未知+512GB,未知,未知+512GB
Redmi K70,红米,16+256G  晴雪,,2,Xiaomi 小米,Smartphone,Redmi K70,未知+256GB,未知,未知+256GB
OPPO Find N3 Flip,oppo,薄雾玫瑰 12+256G,,1,OPPO,Smartphone,OPPO Find N3,未知+256GB,未知,未知+256GB
OPPO Find X7 Ultra,oppo,海阔天空 16+512G,,5,OPPO,Smartphone,OPPO Find X7 Ultra,未知+512GB,未知,未知+512GB
Apple Watch SE 2023款,Apple,风暴蓝色运动型表带 GPS M/L 铝金属表壳 40mm,,1,Apple 苹果,Smartphone,Apple Watch SE 2023,未知,未知,未知
华为 Pura 70,华为,极速配送 樱玫红 12+256G,,1,Huawei 华为,Smartphone,Pura 70,未知+256GB,未知,未知+256GB
vivo X Fold3,vivo,轻羽白 16+256G,,3,VIVO,Smartphone,vivo X Fold3,未知+256GB,未知,未知+256GB
iPhone 15,Apple,蓝色 512G,,1,Apple 苹果,Smartphone,iPhone 15,未知+512GB,未知,未知+512GB
荣耀200,荣耀,天海青 12+512G,,1,Honor 荣耀,Smartphone,天海青 12,未知+512GB,未知,未知+512GB
iPhone 15 Pro Max,Apple,1T 蓝色钛金属,,3,Apple 苹果,Smartphone,iPhone 15 Pro,未知+1024GB,未知,未知+1024GB
华为 MatePad Pro 2023款,华为,12GB+256GB WIFI版 13.2英寸 曜金黑,,1,Huawei 华为,Tablet,MatePad Pro 2023,12GB+256GB,未知,12GB+256GB
Xiaomi 14 Pro,小米,16+1T 黑色,,3,Xiaomi 小米,Smartphone,Xiaomi 14 Pro,未知+1024GB,未知,未知+1024GB
三星 Galaxy Z Fold6,三星,冷夜蓝 12+1T,,1,Samsung 三星,Smartphone,Galaxy Z Fold6,未知+1024GB,未知,未知+1024GB
iPhone 14 Plus,Apple,标准版 (iPhone 14 Plus） 星光色 128G,,1,Apple 苹果,Smartphone,iPhone 14 Plus,未知+128GB,未知,未知+128GB
华为 Mate 60 Pro,华为,南糯紫 标准版 12+512G,,3,Huawei 华为,Smartphone,Mate 60 Pro,未知+512GB,未知,未知+512GB
华为 Mate 60,华为,Mate 60 雅川青 标准版 12+256G,,5,Huawei 华为,Smartphone,Mate 60,未知+256GB,未知,未知+256GB
联想 拯救者R7000 2024,联想,R7-8745H/16G/512G/RTX4060/15.6英寸 钛晶灰,,3,Lenovo 联想,Computer,R7-8745H/16G/512G/RTX4060/15.6英寸 钛晶灰,未知+16GB,未知,未知+16GB
一加Ace3 Pro,一加,钛空镜银 12+256G,,9,OnePlus 一加,Smartphone,Ace3 Pro,未知+256GB,未知,未知+256GB
华为MatePad 11 2023款,华为,8GB+256GB WIFI版 晶钻白,,1,Huawei 华为,Tablet,MatePad 11,8GB+256GB,未知,8GB+256GB
华为手环 B7,华为,皮表带 苍穹灰 时尚版,,1,Huawei 华为,Smartphone,B7,未知,未知,未知
iPad 2021款,apple,WiFi版 256G 深空灰色 10.2英寸,,1,Apple 苹果,Smartphone,iPad 2021,未知+256GB,未知,未知+256GB
华为 畅享70,华为,雪域白 128G,,1,Huawei 华为,Smartphone,畅享 70,未知+128GB,未知,未知+128GB
Apple iPhone 15 Pro,Apple,256G,蓝色钛金属,2,Apple 苹果,Smartphone,Apple iPhone 15 Pro,未知+256GB,蓝色,未知+256GB
ROG魔霸7 Plus,华硕（Asus),R9-7845HX/16G/1TB/RTX4070 8G独显/240Hz/2.5K 17.3英寸 黑色,,1,Asus 华硕,Smartphone,ROG,未知+16GB,未知,未知+16GB
OPPO Reno12 Pro,OPPO,乌木黑 16+512G,,5,OPPO,Smartphone,OPPO Reno12 Pro,未知+512GB,未知,未知+512GB
ROG游戏手机8 Pro,华硕,曜石黑 16+512G,,2,Asus 华硕,Smartphone,ROG,未知+512GB,未知,未知+512GB
Xiaomi 14 Pro,小米,16+1T 白色,,3,Xiaomi 小米,Smartphone,Xiaomi 14 Pro,未知+1024GB,未知,未知+1024GB
荣耀X50,荣耀,全新  典雅黑  标准版 16GB+512GB,,2,Honor 荣耀,Smartphone,X50,16GB+512GB,未知,16GB+512GB
vivo X100s,vivo,青云 专属版 16+512G,,7,VIVO,Smartphone,vivo X100,未知+512GB,未知,未知+512GB
Xiaomi 14,小米,岩石青 16+1T,,2,Xiaomi 小米,Smartphone,Xiaomi 14,未知+1024GB,未知,未知+1024GB
华为MatePad 11 2023款,华为,8GB+128GB WIFI版  曜石黑,,1,Huawei 华为,Tablet,MatePad 11,8GB+128GB,未知,8GB+128GB
华为 Pocket 2,华为,洛可可白 12+256G,,6,Huawei 华为,Smartphone,Pocket 2,未知+256GB,未知,未知+256GB
华为 Mate X5,华为,16GB+512GB 典藏版  幻影紫,,4,Huawei 华为,Smartphone,Mate X5,16GB+512GB,未知,16GB+512GB
华为 畅享70 Pro,华为,256G  翡冷翠,,1,Huawei 华为,Smartphone,畅享 70 Pro,未知+256GB,未知,未知+256GB
三星 W24,三星,纳多灰 16+1T,,2,Samsung 三星,Smartphone,W24,未知+1024GB,未知,未知+1024GB
华为 畅享70 Pro,华为,曜金黑 256G,,2,Huawei 华为,Smartphone,畅享 70 Pro,未知+256GB,未知,未知+256GB
iPad Pro 2024款 11英寸,Apple,标准玻璃 深空黑 WiFi版 512G,,3,Apple 苹果,Smartphone,iPad Pro 2024,未知+512GB,未知,未知+512GB
红米 Turbo3,红米,墨晶 12+256G,,1,Xiaomi 小米,Smartphone,Turbo3,未知+256GB,红色,未知+256GB
魅族21 Note,魅族,无界黑 16+512G,,1,Meizu 魅族,Smartphone,Note,未知+512GB,未知,未知+512GB
vivo iQOO Neo9S Pro,vivo,星曜白 12+512G,,2,VIVO,Smartphone,vivo iQOO Neo9,未知+512GB,未知,未知+512GB
荣耀 Magic6 Pro,荣耀,祁连雪 16+1T 5G全网通,,2,Honor 荣耀,Smartphone,Magic6 Pro,未知+1024GB,未知,未知+1024GB
华硕 ROG幻16 Air 2024,华硕,Ultra 9 185H/32GB/1TB/RTX4070/16英寸/2.5K/240Hz 铂月白,,3,Asus 华硕,Smartphone,ROG,未知+32GB,未知,未知+32GB
荣耀X50 GT,荣耀,16+256G 5G全网通  幻夜黑,,2,Honor 荣耀,Smartphone,X50,256GB+5GB,未知,256GB+5GB
红茶,,,,1,Unknown,Smartphone,nan,未知,红色,未知
iPhone 15 Pro Max（专区专享）,苹果,iPhone 15 Pro Max（专区专享）/5G全网通/512G,黑色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+5GB,黑色,未知+5GB
iPhone 15 Plus,苹果,iPhone 15 Plus/5G全网通/256G,蓝色,1,Apple 苹果,Smartphone,iPhone 15 Plus,未知+5GB,蓝色,未知+5GB
iPhone 15 Pro,苹果,iPhone 15 Pro/5G全网通/256G,黑色钛金属,3,Apple 苹果,Smartphone,iPhone 15 Pro,未知+5GB,黑色,未知+5GB
【黑神话悟空】联想拯救者Y7000P,联想(Lenovo),i7-14650H/16G/1TSSD/4050-6G/16英寸,电竞灰,1,Lenovo 联想,Computer,Y7000,未知+16GB,灰色,未知+16GB
Apple Watch Ultra 2 年度爆款 全新正品 顺丰发货,Apple,49毫米 GPS+蜂窝网络,橄榄色高山回环式表带,1,Apple 苹果,Smartphone,Apple Watch Ultra 2,未知,橄榄色高山回环式表带,未知
苹果 15PM【首月1元】,Apple,512GB,原色钛金属,47,Apple 苹果,Smartphone,15,未知+512GB,金色,未知+512GB
苹果 15PM【首月1元】,Apple,256GB,白色钛金属,58,Apple 苹果,Smartphone,15,未知+256GB,白色,未知+256GB
苹果 15PM【首月1元】,Apple,256GB,黑色钛金属,73,Apple 苹果,Smartphone,15,未知+256GB,黑色,未知+256GB
苹果15 Plus【首月1元】,Apple,256GB,蓝色,2,Apple 苹果,Smartphone,Plus,未知+256GB,蓝色,未知+256GB
荣耀 Magic V3 折叠屏手机  第三代青海湖电池,荣耀（HONOR）,16GB+512GB,绒黑色,2,Honor 荣耀,Smartphone,Magic V3,16GB+512GB,黑色,16GB+512GB
HUAWEI Pura 70 Ultra 超聚光伸缩摄像头 超高速风驰闪拍 双卫星通信,华为（HUAWEI）,16GB+512GB,星芒黑,1,Huawei 华为,Smartphone,HUAWEI Pura 70 Ultra,16GB+512GB,黑色,16GB+512GB
荣耀  Magic V3 折叠屏手机  第三代青海湖电池,荣耀（HONOR）,16GB+512GB,苔原绿,1,Honor 荣耀,Smartphone,Magic V3,16GB+512GB,绿色,16GB+512GB
苹果 15PM【首月1元】,Apple,256GB,原色钛金属,47,Apple 苹果,Smartphone,15,未知+256GB,金色,未知+256GB
全新 Apple Watch Ultra 2 年度爆款 全新正品 顺丰发货,Apple,49毫米 GPS+蜂窝网络,白色海洋表带,1,Apple 苹果,Smartphone,Apple Watch Ultra 2,未知,白色,未知
苹果 15PM【首月1元】,Apple,512GB,黑色钛金属,55,Apple 苹果,Smartphone,15,未知+512GB,黑色,未知+512GB
苹果 15PM【首月1元】,Apple,512GB,白色钛金属,57,Apple 苹果,Smartphone,15,未知+512GB,白色,未知+512GB
Apple Watch Ultra 2 年度爆款 全新正品 顺丰发货,Apple,49毫米 GPS+蜂窝网络,蓝配黑色野径回环式表带,1,Apple 苹果,Smartphone,Apple Watch Ultra 2,未知,黑色,未知
苹果 15PM【首月1元】,Apple,512GB,蓝色钛金属,10,Apple 苹果,Smartphone,15,未知+512GB,蓝色,未知+512GB
iPad 2022款,Apple,WiFi版 64G 标准版（iPad 2022） 10.9英寸 蓝色,,1,Apple 苹果,Smartphone,iPad 2022,未知+64GB,未知,未知+64GB
OPPO Find X7,OPPO,大漠银月 16+256G,,2,OPPO,Smartphone,OPPO Find X7,未知+256GB,未知,未知+256GB
荣耀 MagicBook Art 14,荣耀,Ultra 5 125H/16G/1T/锐炫/14.6英寸 夏日橄榄,,1,Honor 荣耀,Computer,MagicBook Art 14,未知+16GB,未知,未知+16GB
vivo Y300 Pro,vivo,羊脂白 12+256G,,3,VIVO,Smartphone,vivo Y300 Pro,未知+256GB,未知,未知+256GB
华为 Mate 60,华为,Mate 60 专属版 雅丹黑 12+512G,,1,Huawei 华为,Smartphone,Mate 60,未知+512GB,未知,未知+512GB
华硕 ROG魔霸新锐 2024,华硕,i9-13980HX/16G/1T/RTX4060/16英寸 黑色,,2,Asus 华硕,Smartphone,ROG,未知+16GB,未知,未知+16GB
iPhone 15 Plus,Apple,黑色 128G,,8,Apple 苹果,Smartphone,iPhone 15 Plus,未知+128GB,未知,未知+128GB
Apple Watch Series?9,Apple,星光色运动型表带 S/M 铝金属表壳 蜂窝+GPS版 41mm,,1,Apple 苹果,Smartphone,Apple Watch Series,未知,未知,未知
华为 Pura 70 Pro,华为,极速发货 羽砂黑 12+256G,,2,Huawei 华为,Smartphone,Pura 70 Pro,未知+256GB,未知,未知+256GB
红米K70至尊版,红米,冰璃蓝 16+512G,,2,Xiaomi 小米,Smartphone,K70,未知+512GB,红色,未知+512GB
华为 Mate 60,华为,Mate 60 南糯紫 标准版 12+512G,,1,Huawei 华为,Smartphone,Mate 60,未知+512GB,未知,未知+512GB
iPad 2022款,Apple,WiFi版 64G 标准版（iPad 2022） 10.9英寸 粉色,,1,Apple 苹果,Smartphone,iPad 2022,未知+64GB,未知,未知+64GB
vivo X100s,vivo,青云 16+1T 专属版,,2,VIVO,Smartphone,vivo X100,未知+1024GB,未知,未知+1024GB
华为 Pura 70,华为,公开零售版 雪域白 12+256G,,3,Huawei 华为,Smartphone,Pura 70,未知+256GB,未知,未知+256GB
华为 Mate 60 Pro,华为,雅川青 标准版 12+256G,,22,Huawei 华为,Smartphone,Mate 60 Pro,未知+256GB,未知,未知+256GB
华为 Pocket 2,华为,大溪地灰 12+512G,,2,Huawei 华为,Smartphone,Pocket 2,未知+512GB,未知,未知+512GB
vivo Y300 Pro,vivo,12+512G 墨玉黑,,2,VIVO,Smartphone,vivo Y300 Pro,未知+512GB,未知,未知+512GB
华硕 天选Air 2024,华硕,R7-8845H/16G/1T/RTX4060/14英寸 月光银,,2,Asus 华硕,Computer,R7-8845H/16G/1T/RTX4060/14英寸 月光银,未知+16GB,未知,未知+16GB
红米K70至尊版,红米,晴雪白 12+512G,,6,Xiaomi 小米,Smartphone,K70,未知+512GB,红色,未知+512GB
vivo S19,vivo,桃花扇 12+512G,,1,VIVO,Smartphone,vivo S19,未知+512GB,未知,未知+512GB
红米K70至尊版,红米,晴雪白 16+1T,,5,Xiaomi 小米,Smartphone,K70,未知+1024GB,红色,未知+1024GB
荣耀200 Pro,荣耀,珊瑚粉 16+1T,,1,Honor 荣耀,Smartphone,Pro,未知+1024GB,未知,未知+1024GB
MacBook Air 2024款,Apple,M3/8+10核/8G+512G 13.6英寸 银色,,2,Apple 苹果,Computer,MacBook Air 2024,8GB+512GB,未知,8GB+512GB
MacBook Air 2024款,Apple,M3/8+10核/8G+512G 13.6英寸 午夜色,,1,Apple 苹果,Computer,MacBook Air 2024,8GB+512GB,未知,8GB+512GB
iPad 2022款,Apple,10.9 英寸 粉色 WiFi版 64G,,3,Apple 苹果,Smartphone,iPad 2022,未知+64GB,未知,未知+64GB
MacBook Pro 2023款,Apple,M3/8+10核/8G+1TB/14英寸 银色,,1,Apple 苹果,Computer,MacBook Pro 2023,未知+8GB,未知,未知+8GB
荣耀 Magic6,荣耀,祁连雪 16+512G 5G全网通,,1,Honor 荣耀,Smartphone,Magic6,512GB+5GB,未知,512GB+5GB
华为 MatePad Pro 12.6英寸,华为,8GB+256GB WIFI版 曜金黑,,2,Huawei 华为,Tablet,MatePad Pro 12,8GB+256GB,未知,8GB+256GB
惠普 光影精灵10,惠普（HP）,陨石黑 i7-14650HX/16G/1T/RTX4060/16.1英寸,,1,HP 惠普,Computer,陨石黑 i7-14650HX/16G/1T/RTX4060/16.1英寸,未知+16GB,未知,未知+16GB
联想 小新Pro14 2024,联想,R7-8845H/16G/1T/集显/14英寸 鸽子灰,,1,Lenovo 联想,Computer,R7-8845H/16G/1T/集显/14英寸 鸽子灰,未知+16GB,未知,未知+16GB
iPad 2022款,Apple,10.9 英寸 粉色 WiFi版 256G,,2,Apple 苹果,Smartphone,iPad 2022,未知+256GB,未知,未知+256GB
HUAWEI MateBook 14 2024款,华为,原野绿 Ultra 7/32GB/1TB,,1,Huawei 华为,Computer,HUAWEI MateBook 14,未知+32GB,未知,未知+32GB
红米K70至尊版,红米,冰璃蓝 16+1T,,3,Xiaomi 小米,Smartphone,K70,未知+1024GB,红色,未知+1024GB
MacBook Air 2024款,Apple,M3/8+10核/8G+512G 15.3英寸 深空灰色,,1,Apple 苹果,Computer,MacBook Air 2024,8GB+512GB,未知,8GB+512GB
HUAWEI MateBook 14 2024款,华为,原野绿 Ultra 5/32GB/1TB,,1,Huawei 华为,Computer,HUAWEI MateBook 14,未知+32GB,未知,未知+32GB
iPad Air 2024款 13英寸,Apple,WiFi版 512G 紫色,,2,Apple 苹果,Smartphone,iPad Air 2024,未知+512GB,未知,未知+512GB
Apple Watch SE 2023款,Apple,午夜色运动型表带 GPS S/M 铝金属表壳 44mm,,1,Apple 苹果,Smartphone,Apple Watch SE 2023,未知,未知,未知
华为WATCH 4 Pro,华为,蔚蓝地球 复合表带,,4,Huawei 华为,Smartwatch,WATCH 4 Pro,未知,未知,未知
华为MatePad Air 2023款,华为,8GB+256GB WIFI版  曜石黑,,1,Huawei 华为,Tablet,MatePad Air 2023,8GB+256GB,未知,8GB+256GB
Apple Watch Ultra 2,Apple,均码 橙色海洋表带 钛金属表壳 49MM 蜂窝+GPS版,,8,Apple 苹果,Smartphone,Apple Watch Ultra 2,未知,未知,未知
Apple Watch Series?9,Apple,风暴蓝色运动型表带 M/L 铝金属表壳 41mm GPS版,,1,Apple 苹果,Smartphone,Apple Watch Series,未知,未知,未知
机械革命 蛟龙16K,机械革命（MECHREVO）,R7-7735H/RTX4060/16G/1TB/16英寸/QHD100色域/165Hz 灰色,,2,MECHREVO 机械革命,Smartphone,R7-7735H/RTX4060/16G/1TB/16英寸/QHD100色域/165Hz 灰色,未知+16GB,未知,未知+16GB
vivo X100 Ultra,vivo,16+1T 专属版  深空灰,,2,VIVO,Smartphone,vivo X100 Ultra,未知+1024GB,未知,未知+1024GB
荣耀 Magic6 Pro,荣耀,海湖青 5G全网通 12+256G,,1,Honor 荣耀,Smartphone,Magic6 Pro,未知+5GB,未知,未知+5GB
华为 Mate 60 Pro,华为,12+1T 雅川青 标准版,,4,Huawei 华为,Smartphone,Mate 60 Pro,未知+1024GB,未知,未知+1024GB
华为 Pocket 2,华为,大溪地灰 12+256G,,2,Huawei 华为,Smartphone,Pocket 2,未知+256GB,未知,未知+256GB
华为 MateBook X Pro 2024,华为,宣白 U7/32GB/1TB,,2,Huawei 华为,Computer,MateBook X Pro 2024,未知+32GB,未知,未知+32GB
华硕 天选Air 2024,华硕,AI 9 HX 370/16G/1T/RTX4060/14英寸 日蚀灰,,1,Asus 华硕,Computer,AI 9 HX 370/16G/1T/RTX4060/14英寸 日蚀灰,未知+16GB,未知,未知+16GB
荣耀Magic Vs3,荣耀,绒黑色 12+256G,,3,Honor 荣耀,Smartphone,Magic Vs3,未知+256GB,未知,未知+256GB
一加Ace3 Pro,一加,钛空镜银 16+256G,,4,OnePlus 一加,Smartphone,Ace3 Pro,未知+256GB,未知,未知+256GB
华硕 天选4,华硕,i7-12700H/16G/512GSSD/RTX4060 8G独显/144Hz/100%sRGB/日蚀灰,,1,Asus 华硕,Computer,i7-12700H/16G/512GSSD/RTX4060 8G独显/144Hz/100%sRGB/日蚀灰,未知+16GB,未知,未知+16GB
红米K70至尊版,红米,墨羽黑 12+512G,,3,Xiaomi 小米,Smartphone,K70,未知+512GB,红色,未知+512GB
iPad 2022款,Apple,WiFi版 256G 标准版（iPad 2022） 10.9英寸 银色,,2,Apple 苹果,Smartphone,iPad 2022,未知+256GB,未知,未知+256GB
小米平板6Pro 2023款,小米,12GB+256GB 11英寸 黑色,,2,Xiaomi 小米,Smartphone,Pro 2023,12GB+256GB,未知,12GB+256GB
vivo IQOO Neo9S Pro+,vivo,格斗黑 12+256G,,1,VIVO,Smartphone,vivo IQOO Neo9,未知+256GB,未知,未知+256GB
魅族21 Note,魅族,魅族白 16+256G,,1,Meizu 魅族,Smartphone,Note,未知+256GB,未知,未知+256GB
小米 Pad 6S Pro 12.4,小米,12GB+512GB 云峰蓝,,1,Xiaomi 小米,Smartphone,Pad 6,12GB+512GB,未知,12GB+512GB
联想 拯救者R9000P 2022（二手）,联想,R7-6800H/16G/512G/RTX3060/16英寸 钛晶灰,,1,Lenovo 联想,Computer,R7-6800H/16G/512G/RTX3060/16英寸 钛晶灰,未知+16GB,未知,未知+16GB
华硕 天选5,华硕（Asus）,R7-8845H/16G/512G/RTX4060/15.6英寸 魔幻青,,1,Asus 华硕,Computer,R7-8845H/16G/512G/RTX4060/15.6英寸 魔幻青,未知+16GB,未知,未知+16GB
联想 拯救者R9000P 2023款,联想（Lenovo）,R9-7945HX/16G/1T/RTX4060/16英寸 钛晶灰,,2,Lenovo 联想,Computer,R9-7945HX/16G/1T/RTX4060/16英寸 钛晶灰,未知+16GB,未知,未知+16GB
华为 Mate X5,华为,羽砂黑 12+512G,,7,Huawei 华为,Smartphone,Mate X5,未知+512GB,未知,未知+512GB
OPPO Find N3,oppo,赤壁丹霞 16+1T,,1,OPPO,Smartphone,OPPO Find N3,未知+1024GB,未知,未知+1024GB
vivo X100s,vivo,青云 专属版 16+256G,,2,VIVO,Smartphone,vivo X100,未知+256GB,未知,未知+256GB
vivo IQOO Neo9S Pro+,vivo,Buff蓝 16+256G,,3,VIVO,Smartphone,vivo IQOO Neo9,未知+256GB,未知,未知+256GB
荣耀 Magic6 Pro,荣耀,祁连雪 5G全网通 12+256G,,3,Honor 荣耀,Smartphone,Magic6 Pro,未知+5GB,未知,未知+5GB
OPPO Reno12,OPPO,柔和桃 12+256G,,3,OPPO,Smartphone,OPPO Reno12,未知+256GB,未知,未知+256GB
华为 MatePad Pro 12.6英寸,华为,12GB+256GB WIFI版 锦白,,1,Huawei 华为,Tablet,MatePad Pro 12,12GB+256GB,未知,12GB+256GB
vivo iQOO 12 Pro,vivo,16+512G  赛道版,,3,VIVO,Smartphone,vivo iQOO 12 Pro,未知+512GB,未知,未知+512GB
华硕 a豆14 2024,华硕,i5-1335U/16GB/1TB/集显/14英寸 树莓蜜粉,,1,Asus 华硕,Computer,a,未知+16GB,未知,未知+16GB
荣耀 平板9 Pro,荣耀,8GB+256GB 星空灰,,1,Honor 荣耀,Smartphone,8GB+256GB,8GB+256GB,未知,8GB+256GB
联想 小新Pad Pro 2023款,联想（Lenovo）,鸽子灰 8GB+128GB,,1,Lenovo 联想,Computer,8GB+128GB,8GB+128GB,未知,8GB+128GB
华硕 无畏Pro15 2024,华硕,Ultra 7 155H/32G/1T/锐炫/15.6英寸 蓝色,,1,Asus 华硕,Computer,Ultra 7 155H/32G/1T/锐炫/15.6英寸 蓝色,未知+32GB,未知,未知+32GB
vivo iQOO 12,vivo,16+512G  传奇版,,2,VIVO,Smartphone,vivo iQOO 12,未知+512GB,未知,未知+512GB
Xiaomi 14,小米,雪山粉 12+256G,,7,Xiaomi 小米,Smartphone,Xiaomi 14,未知+256GB,未知,未知+256GB
红魔9Pro+,努比亚（nubia）,氘锋透明暗夜  16+512G 5G全网通,,1,Nubia 努比亚,Smartphone,Pro,512GB+5GB,红色,512GB+5GB
Xiaomi 14,小米,岩石青 16+512G,,4,Xiaomi 小米,Smartphone,Xiaomi 14,未知+512GB,未知,未知+512GB
OPPO Find X7,OPPO,海阔天空 16+256G,,3,OPPO,Smartphone,OPPO Find X7,未知+256GB,未知,未知+256GB
小米 Pad 6S Pro 12.4,小米,12GB+256GB 黑色,,3,Xiaomi 小米,Smartphone,Pad 6,12GB+256GB,未知,12GB+256GB
荣耀200 Pro,荣耀,月影白 12+256G,,2,Honor 荣耀,Smartphone,Pro,未知+256GB,未知,未知+256GB
华为MatePad SE 2023款,华为,8GB+128GB WIFI版 海岛蓝,,1,Huawei 华为,Tablet,MatePad SE 2023,8GB+128GB,未知,8GB+128GB
荣耀 Magic6 Pro,荣耀,绒黑色 16+512G 5G全网通,,2,Honor 荣耀,Smartphone,Magic6 Pro,512GB+5GB,未知,512GB+5GB
华为 Mate X5,华为,16GB+1TB 典藏版  青山黛,,2,Huawei 华为,Smartphone,Mate X5,未知+16GB,未知,未知+16GB
华为 Mate 60 Pro+,华为,宣白 16+1T,,1,Huawei 华为,Smartphone,Mate 60 Pro,未知+1024GB,未知,未知+1024GB
vivo Y300 Pro,vivo,羊脂白 12+512G,,4,VIVO,Smartphone,vivo Y300 Pro,未知+512GB,未知,未知+512GB
雷神 猎刃16 2024,雷神(ThundeRobot),i9-14900HX/16G/1T/RTX4070/16英寸 灰色,,1,ThundeRobot 雷神,Smartphone,i9-14900HX/16G/1T/RTX4070/16英寸 灰色,未知+16GB,未知,未知+16GB
惠普 星Book Pro13 2023,惠普（HP）,R7-7735U/16G/1TB/集显/13.3英寸 陶瓷白,,1,HP 惠普,Computer,R7-7735U/16G/1TB/集显/13.3英寸 陶瓷白,未知+16GB,未知,未知+16GB
vivo iQOO Z9 Turbo,vivo,曜夜黑 16+256G,,2,VIVO,Smartphone,vivo iQOO Z9,未知+256GB,未知,未知+256GB
