pro_title,pro_brand,pro_model,pro_color,数量,cleaned_title,standard_model
华为MatePad 11 2023款,华为,8GB+128GB WIFI版  曜石黑,,1.0,华为 MatePad 11 2023款,华为 MatePad 1120款
华为 Pocket 2,华为,洛可可白 12+256G,,6.0,华为 Pocket 2,未匹配: 华为 Pocket 2
华为 Mate X5,华为,16GB+512GB 典藏版  幻影紫,,4.0,华为 Mate X5,华为 Mate X5
华为 畅享70 Pro,华为,256G  翡冷翠,,1.0,华为 畅享70 Pro,华为 畅享 70
三星 W24,三星,纳多灰 16+1T,,2.0,三星 W24,三星 W24
华为 畅享70 Pro,华为,曜金黑 256G,,2.0,华为 畅享70 Pro,华为 畅享 70
iPad Pro 2024款 11英寸,Apple,标准玻璃 深空黑 WiFi版 512G,,3.0,iPad Pro 2024款 11英寸,iPad Pro 2024款
红米 Turbo3,红米,墨晶 12+256G,,1.0,红米 Turbo3,红米 Turbo 3
魅族21 Note,魅族,无界黑 16+512G,,1.0,魅族21 Note,魅族 21 Note
vivo iQOO Neo9S Pro,vivo,星曜白 12+512G,,2.0,vivo iQOO Neo9S Pro,vivo iQOO Neo 9
荣耀 Magic6 Pro,荣耀,祁连雪 16+1T 5G全网通,,2.0,荣耀 Magic6 Pro,荣耀 Magic6 Pro
华硕 ROG幻16 Air 2024,华硕,Ultra 9 185H/32GB/1TB/RTX4070/16英寸/2.5K/240Hz 铂月白,,3.0,华硕 ROG幻16 Air 2024款,ROG 幻 16
荣耀X50 GT,荣耀,16+256G 5G全网通  幻夜黑,,2.0,荣耀 X50 GT,荣耀 X50 GT
红茶,,,,1.0,红茶,未匹配: 红茶
iPhone 15 Pro Max（专区专享）,苹果,iPhone 15 Pro Max（专区专享）/5G全网通/512G,黑色钛金属,1.0,iPhone 15 Pro Max,iPhone 15 Pro Max
iPhone 15 Plus,苹果,iPhone 15 Plus/5G全网通/256G,蓝色,1.0,iPhone 15 Plus,iPhone 15 Plus
iPhone 15 Pro,苹果,iPhone 15 Pro/5G全网通/256G,黑色钛金属,3.0,iPhone 15 Pro,iPhone 15 Pro
【黑神话悟空】联想拯救者Y7000P,联想(Lenovo),i7-14650H/16G/1TSSD/4050-6G/16英寸,电竞灰,1.0,联想拯救者Y7000款P,未匹配: 联想拯救者Y7000款P
Apple Watch Ultra 2 年度爆款 全新正品 顺丰发货,Apple,49毫米 GPS+蜂窝网络,橄榄色高山回环式表带,1.0,Apple Watch Ultra 2 年度爆款,Apple Watch Ultra 2
苹果 15PM【首月1元】,Apple,512GB,原色钛金属,47.0,苹果 15PM,未匹配: 苹果 15PM
苹果 15PM【首月1元】,Apple,256GB,白色钛金属,58.0,苹果 15PM,未匹配: 苹果 15PM
苹果 15PM【首月1元】,Apple,256GB,黑色钛金属,73.0,苹果 15PM,未匹配: 苹果 15PM
苹果15 Plus【首月1元】,Apple,256GB,蓝色,2.0,苹果15 Plus,未匹配: 苹果15 Plus
荣耀 Magic V3 折叠屏手机  第三代青海湖电池,荣耀（HONOR）,16GB+512GB,绒黑色,2.0,荣耀 Magic V3 折叠屏手机 第三代青海湖电池,荣耀 Magic V3
HUAWEI Pura 70 Ultra 超聚光伸缩摄像头 超高速风驰闪拍 双卫星通信,华为（HUAWEI）,16GB+512GB,星芒黑,1.0,华为 Pura 70 Ultra 超聚光伸缩摄像头 超高速风驰闪拍 双卫星通信,华为 Pura 70 Ultra
荣耀  Magic V3 折叠屏手机  第三代青海湖电池,荣耀（HONOR）,16GB+512GB,苔原绿,1.0,荣耀 Magic V3 折叠屏手机 第三代青海湖电池,荣耀 Magic V3
苹果 15PM【首月1元】,Apple,256GB,原色钛金属,47.0,苹果 15PM,未匹配: 苹果 15PM
全新 Apple Watch Ultra 2 年度爆款 全新正品 顺丰发货,Apple,49毫米 GPS+蜂窝网络,白色海洋表带,1.0,全新 Apple Watch Ultra 2 年度爆款,Apple Watch Ultra 2
苹果 15PM【首月1元】,Apple,512GB,黑色钛金属,55.0,苹果 15PM,未匹配: 苹果 15PM
苹果 15PM【首月1元】,Apple,512GB,白色钛金属,57.0,苹果 15PM,未匹配: 苹果 15PM
Apple Watch Ultra 2 年度爆款 全新正品 顺丰发货,Apple,49毫米 GPS+蜂窝网络,蓝配黑色野径回环式表带,1.0,Apple Watch Ultra 2 年度爆款,Apple Watch Ultra 2
苹果 15PM【首月1元】,Apple,512GB,蓝色钛金属,10.0,苹果 15PM,未匹配: 苹果 15PM
iPad 2022款,Apple,WiFi版 64G 标准版（iPad 2022） 10.9英寸 蓝色,,1.0,iPad 2022款,iPad 2022款
OPPO Find X7,OPPO,大漠银月 16+256G,,2.0,OPPO Find X7,OPPO Find X7
荣耀 MagicBook Art 14,荣耀,Ultra 5 125H/16G/1T/锐炫/14.6英寸 夏日橄榄,,1.0,荣耀 MagicBook Art 14,荣耀 MagicBook Art 14
vivo Y300 Pro,vivo,羊脂白 12+256G,,3.0,vivo Y300 Pro,vivo Y300 Pro
华为 Mate 60,华为,Mate 60 专属版 雅丹黑 12+512G,,1.0,华为 Mate 60,华为 Mate 60
华硕 ROG魔霸新锐 2024,华硕,i9-13980HX/16G/1T/RTX4060/16英寸 黑色,,2.0,华硕 ROG魔霸新锐 2024款,ROG 魔霸 2024
iPhone 15 Plus,Apple,黑色 128G,,8.0,iPhone 15 Plus,iPhone 15 Plus
Apple Watch Series?9,Apple,星光色运动型表带 S/M 铝金属表壳 蜂窝+GPS版 41mm,,1.0,Apple Watch Series?9,Apple Watch Series 9
华为 Pura 70 Pro,华为,极速发货 羽砂黑 12+256G,,2.0,华为 Pura 70 Pro,华为 Pura 70 Pro
红米K70至尊版,红米,冰璃蓝 16+512G,,2.0,红米K70至尊版,红米 K70 至尊版
华为 Mate 60,华为,Mate 60 南糯紫 标准版 12+512G,,1.0,华为 Mate 60,华为 Mate 60
iPad 2022款,Apple,WiFi版 64G 标准版（iPad 2022） 10.9英寸 粉色,,1.0,iPad 2022款,iPad 2022款
vivo X100s,vivo,青云 16+1T 专属版,,2.0,vivo X100 s,vivo X100
华为 Pura 70,华为,公开零售版 雪域白 12+256G,,3.0,华为 Pura 70,华为 Pura 70
华为 Mate 60 Pro,华为,雅川青 标准版 12+256G,,22.0,华为 Mate 60 Pro,华为 Mate 60
华为 Pocket 2,华为,大溪地灰 12+512G,,2.0,华为 Pocket 2,未匹配: 华为 Pocket 2
vivo Y300 Pro,vivo,12+512G 墨玉黑,,2.0,vivo Y300 Pro,vivo Y300 Pro
华硕 天选Air 2024,华硕,R7-8845H/16G/1T/RTX4060/14英寸 月光银,,2.0,华硕 天选Air 2024款,华硕 天选 Air 2024
红米K70至尊版,红米,晴雪白 12+512G,,6.0,红米K70至尊版,红米 K70 至尊版
vivo S19,vivo,桃花扇 12+512G,,1.0,vivo S19,vivo S19
红米K70至尊版,红米,晴雪白 16+1T,,5.0,红米K70至尊版,红米 K70 至尊版
荣耀200 Pro,荣耀,珊瑚粉 16+1T,,1.0,荣耀 200 Pro,荣耀 200 Pro
MacBook Air 2024款,Apple,M3/8+10核/8G+512G 13.6英寸 银色,,2.0,MacBook Air 2024款,MacBook Air 2024款
MacBook Air 2024款,Apple,M3/8+10核/8G+512G 13.6英寸 午夜色,,1.0,MacBook Air 2024款,MacBook Air 2024款
iPad 2022款,Apple,10.9 英寸 粉色 WiFi版 64G,,3.0,iPad 2022款,iPad 2022款
MacBook Pro 2023款,Apple,M3/8+10核/8G+1TB/14英寸 银色,,1.0,MacBook Pro 2023款,MacBook Pro 2023款
荣耀 Magic6,荣耀,祁连雪 16+512G 5G全网通,,1.0,荣耀 Magic6,荣耀 Magic6
华为 MatePad Pro 12.6英寸,华为,8GB+256GB WIFI版 曜金黑,,2.0,华为 MatePad Pro 12.6英寸,华为 MatePad Pro
惠普 光影精灵10,惠普（HP）,陨石黑 i7-14650HX/16G/1T/RTX4060/16.1英寸,,1.0,惠普 光影精灵10,未匹配: 惠普 光影精灵10
联想 小新Pro14 2024,联想,R7-8845H/16G/1T/集显/14英寸 鸽子灰,,1.0,联想 小新Pro14 2024款,未匹配: 联想 小新Pro14 2024款
iPad 2022款,Apple,10.9 英寸 粉色 WiFi版 256G,,2.0,iPad 2022款,iPad 2022款
HUAWEI MateBook 14 2024款,华为,原野绿 Ultra 7/32GB/1TB,,1.0,华为 MateBook 14 2024款,未匹配: 华为 MateBook 14 2024款
红米K70至尊版,红米,冰璃蓝 16+1T,,3.0,红米K70至尊版,红米 K70 至尊版
MacBook Air 2024款,Apple,M3/8+10核/8G+512G 15.3英寸 深空灰色,,1.0,MacBook Air 2024款,MacBook Air 2024款
HUAWEI MateBook 14 2024款,华为,原野绿 Ultra 5/32GB/1TB,,1.0,华为 MateBook 14 2024款,未匹配: 华为 MateBook 14 2024款
iPad Air 2024款 13英寸,Apple,WiFi版 512G 紫色,,2.0,iPad Air 2024款 13英寸,iPad Air 2024款
Apple Watch SE 2023款,Apple,午夜色运动型表带 GPS S/M 铝金属表壳 44mm,,1.0,Apple Watch SE 2023款款,Apple Watch SE 2023款
华为WATCH 4 Pro,华为,蔚蓝地球 复合表带,,4.0,华为 WATCH 4 Pro,华为 Watch 4 Pro
华为MatePad Air 2023款,华为,8GB+256GB WIFI版  曜石黑,,1.0,华为 MatePad Air 2023款,华为 MatePad
Apple Watch Ultra 2,Apple,均码 橙色海洋表带 钛金属表壳 49MM 蜂窝+GPS版,,8.0,Apple Watch Ultra 2,Apple Watch Ultra 2
Apple Watch Series?9,Apple,风暴蓝色运动型表带 M/L 铝金属表壳 41mm GPS版,,1.0,Apple Watch Series?9,Apple Watch Series 9
机械革命 蛟龙16K,机械革命（MECHREVO）,R7-7735H/RTX4060/16G/1TB/16英寸/QHD100色域/165Hz 灰色,,2.0,机械革命 蛟龙16K,未匹配: 机械革命 蛟龙16K
vivo X100 Ultra,vivo,16+1T 专属版  深空灰,,2.0,vivo X10 0 Ultra,vivo X100 Ultra
荣耀 Magic6 Pro,荣耀,海湖青 5G全网通 12+256G,,1.0,荣耀 Magic6 Pro,荣耀 Magic6 Pro
华为 Mate 60 Pro,华为,12+1T 雅川青 标准版,,4.0,华为 Mate 60 Pro,华为 Mate 60
华为 Pocket 2,华为,大溪地灰 12+256G,,2.0,华为 Pocket 2,未匹配: 华为 Pocket 2
华为 MateBook X Pro 2024,华为,宣白 U7/32GB/1TB,,2.0,华为 MateBook X Pro 2024款,未匹配: 华为 MateBook X Pro 2024款
华硕 天选Air 2024,华硕,AI 9 HX 370/16G/1T/RTX4060/14英寸 日蚀灰,,1.0,华硕 天选Air 2024款,华硕 天选 Air 2024
荣耀Magic Vs3,荣耀,绒黑色 12+256G,,3.0,荣耀 Magic Vs3,荣耀 Magic Vs3
一加Ace3 Pro,一加,钛空镜银 16+256G,,4.0,一加 Ace3 Pro,一加 Ace 3 Pro
华硕 天选4,华硕,i7-12700H/16G/512GSSD/RTX4060 8G独显/144Hz/100%sRGB/日蚀灰,,1.0,华硕 天选4,华硕 天选 4
红米K70至尊版,红米,墨羽黑 12+512G,,3.0,红米K70至尊版,红米 K70 至尊版
iPad 2022款,Apple,WiFi版 256G 标准版（iPad 2022） 10.9英寸 银色,,2.0,iPad 2022款,iPad 2022款
小米平板6Pro 2023款,小米,12GB+256GB 11英寸 黑色,,2.0,小米 平板6Pro 2023款,小米 平板 6 Pro
vivo IQOO Neo9S Pro+,vivo,格斗黑 12+256G,,1.0,vivo iQOO Neo9S Pro+,vivo iQOO Neo 9
魅族21 Note,魅族,魅族白 16+256G,,1.0,魅族21 Note,魅族 21 Note
小米 Pad 6S Pro 12.4,小米,12GB+512GB 云峰蓝,,1.0,小米 Pad 6S Pro 12.4,小米 Pad 6S Pro 12.4
联想 拯救者R9000P 2022（二手）,联想,R7-6800H/16G/512G/RTX3060/16英寸 钛晶灰,,1.0,联想 拯救者R9000款P 2022款,未匹配: 联想 拯救者R9000款P 2022款
华硕 天选5,华硕（Asus）,R7-8845H/16G/512G/RTX4060/15.6英寸 魔幻青,,1.0,华硕 天选5,华硕 天选 5
联想 拯救者R9000P 2023款,联想（Lenovo）,R9-7945HX/16G/1T/RTX4060/16英寸 钛晶灰,,2.0,联想 拯救者R9000款P 2023款,未匹配: 联想 拯救者R9000款P 2023款
华为 Mate X5,华为,羽砂黑 12+512G,,7.0,华为 Mate X5,华为 Mate X5
OPPO Find N3,oppo,赤壁丹霞 16+1T,,1.0,OPPO Find N3,OPPO Find N3
vivo X100s,vivo,青云 专属版 16+256G,,2.0,vivo X100 s,vivo X100
vivo IQOO Neo9S Pro+,vivo,Buff蓝 16+256G,,3.0,vivo iQOO Neo9S Pro+,vivo iQOO Neo 9
荣耀 Magic6 Pro,荣耀,祁连雪 5G全网通 12+256G,,3.0,荣耀 Magic6 Pro,荣耀 Magic6 Pro
OPPO Reno12,OPPO,柔和桃 12+256G,,3.0,OPPO Reno12,OPPO Reno 12
华为 MatePad Pro 12.6英寸,华为,12GB+256GB WIFI版 锦白,,1.0,华为 MatePad Pro 12.6英寸,华为 MatePad Pro
vivo iQOO 12 Pro,vivo,16+512G  赛道版,,3.0,vivo iQOO 1 2 Pro,vivo iQOO 12 Pro
华硕 a豆14 2024,华硕,i5-1335U/16GB/1TB/集显/14英寸 树莓蜜粉,,1.0,华硕 a豆14 2024款,未匹配: 华硕 a豆14 2024款
荣耀 平板9 Pro,荣耀,8GB+256GB 星空灰,,1.0,荣耀 平板9 Pro,未匹配: 荣耀 平板9 Pro
联想 小新Pad Pro 2023款,联想（Lenovo）,鸽子灰 8GB+128GB,,1.0,联想 小新Pad Pro 2023款,未匹配: 联想 小新Pad Pro 2023款
华硕 无畏Pro15 2024,华硕,Ultra 7 155H/32G/1T/锐炫/15.6英寸 蓝色,,1.0,华硕 无畏Pro15 2024款,未匹配: 华硕 无畏Pro15 2024款
vivo iQOO 12,vivo,16+512G  传奇版,,2.0,vivo iQOO 12,vivo iQOO 12
Xiaomi 14,小米,雪山粉 12+256G,,7.0,小米 14,小米 14
红魔9Pro+,努比亚（nubia）,氘锋透明暗夜  16+512G 5G全网通,,1.0,红魔 9Pro+,努比亚 红魔 9Pro+
Xiaomi 14,小米,岩石青 16+512G,,4.0,小米 14,小米 14
OPPO Find X7,OPPO,海阔天空 16+256G,,3.0,OPPO Find X7,OPPO Find X7
小米 Pad 6S Pro 12.4,小米,12GB+256GB 黑色,,3.0,小米 Pad 6S Pro 12.4,小米 Pad 6S Pro 12.4
荣耀200 Pro,荣耀,月影白 12+256G,,2.0,荣耀 200 Pro,荣耀 200 Pro
华为MatePad SE 2023款,华为,8GB+128GB WIFI版 海岛蓝,,1.0,华为 MatePad SE 2023款,华为 MatePad
荣耀 Magic6 Pro,荣耀,绒黑色 16+512G 5G全网通,,2.0,荣耀 Magic6 Pro,荣耀 Magic6 Pro
华为 Mate X5,华为,16GB+1TB 典藏版  青山黛,,2.0,华为 Mate X5,华为 Mate X5
华为 Mate 60 Pro+,华为,宣白 16+1T,,1.0,华为 Mate 60 Pro+,华为 Mate 60 Pro+
vivo Y300 Pro,vivo,羊脂白 12+512G,,4.0,vivo Y300 Pro,vivo Y300 Pro
雷神 猎刃16 2024,雷神(ThundeRobot),i9-14900HX/16G/1T/RTX4070/16英寸 灰色,,1.0,雷神 猎刃16 2024款,未匹配: 雷神 猎刃16 2024款
惠普 星Book Pro13 2023,惠普（HP）,R7-7735U/16G/1TB/集显/13.3英寸 陶瓷白,,1.0,惠普 星Book Pro13 2023款,未匹配: 惠普 星Book Pro13 2023款
vivo iQOO Z9 Turbo,vivo,曜夜黑 16+256G,,2.0,vivo iQOO Z9 Turbo,vivo iQOO
realme GT6,realme,光年白 16+256G,,1.0,realme 真我 GT6,realme 真我 GT6
华硕 ROG幻16 Air 2024,华硕,Ultra 9 185H/32GB/1TB/RTX4060/16英寸/2.5K/240Hz 日蚀灰,,3.0,华硕 ROG幻16 Air 2024款,ROG 幻 16
华为 畅享70,华为,曜金黑 128G,,2.0,华为 畅享70,华为 畅享 70
vivo X100s Pro,vivo,钛色 16+1T 专属版,,3.0,vivo X100 s Pro,vivo X100
vivo X100s,vivo,白月光 16+1T 专属版,,4.0,vivo X100 s,vivo X100
联想 小新Pad 2024款,联想（Lenovo）,8GB+128GB 鸽子灰 11英寸,,2.0,联想 小新Pad 2024款,联想 小新 Pad 2024款
机械革命 旷世G16 Pro 2024,机械革命（MECHREVO）,i7-14650HX/16G/1T/RTX4060/16英寸 灰色,,1.0,机械革命 旷世G16 Pro 2024款,未匹配: 机械革命 旷世G16 Pro 2024款
联想小新15 2024款,联想（Lenovo）,霜雪银 i5-13420H/16G/512G/集显/15.3英寸,,1.0,联想小新15 2024款,未匹配: 联想小新15 2024款
vivo IQOO Neo9S Pro+,vivo,星曜白 12+512G,,1.0,vivo iQOO Neo9S Pro+,vivo iQOO Neo 9
一加Ace3 Pro,一加,钛空镜银 24+1T,,3.0,一加 Ace3 Pro,一加 Ace 3 Pro
华为 Mate 60 Pro+,华为,宣白 16+512G,,3.0,华为 Mate 60 Pro+,华为 Mate 60 Pro+
OPPO Reno12,OPPO,乌木黑 16+256G,,2.0,OPPO Reno12,OPPO Reno 12
华为 Mate 60 RS,华为,玄黑 16+512G,,2.0,华为 Mate 60 RS,华为 Mate 60
vivo iQOO 12,vivo,12+512G  传奇版,,1.0,vivo iQOO 12,vivo iQOO 12
vivo X100s,vivo,专属版 16+256G  深空灰,,4.0,vivo X100 s,vivo X100
三星 Galaxy Z Flip5,三星,云影灰 标准版 8+256G,,4.0,三星 Galaxy Z Flip 5,三星 Galaxy Z Flip 5
华为 畅享70 Pro,华为,雪域白 256G,,1.0,华为 畅享70 Pro,华为 畅享 70
华为 Pura 70,华为,公开零售版 羽砂黑 12+1T,,1.0,华为 Pura 70,华为 Pura 70
华为MatePad SE 2023款,华为,8GB+128GB WIFI版  曜石黑,,1.0,华为 MatePad SE 2023款,华为 MatePad
vivo IQOO Neo9S Pro+,vivo,Buff蓝 16+512G,,2.0,vivo iQOO Neo9S Pro+,vivo iQOO Neo 9
荣耀 Magic6 Pro,荣耀,流云紫 16+512G 5G全网通,,2.0,荣耀 Magic6 Pro,荣耀 Magic6 Pro
戴尔 G16 7630,戴尔（DELL),i9-13900HX/16G/1T/RTX4060/16英寸/240Hz/背光机械键盘 皓影白,,1.0,戴尔 G16 7630款,未匹配: 戴尔 G16 7630款
iPhone 15,Apple,256G 黄色,,2.0,iPhone 15,iPhone 15
联想小新15 2024款,联想（Lenovo）,i5-13420H/16G/512G/集显/15.3英寸 烟霞紫,,1.0,联想小新15 2024款,未匹配: 联想小新15 2024款
魅族 21 Pro,魅族,12+256G 冰川蓝,,3.0,魅族 21 Pro,魅族 21 Pro
华为 nova 12,华为,樱语白 256G,,1.0,华为 nova 12,未匹配: 华为 nova 12
iPad Air 2024款 11英寸,Apple,WiFi版 512G 深空灰,,1.0,iPad Air 2024款 11英寸,iPad Air 2024款
联想 拯救者Y700 2023款,联想（Lenovo）,钛晶灰 12GB+256GB,,1.0,联想 拯救者Y700 2023款,未匹配: 联想 拯救者Y700 2023款
荣耀X50 GT,荣耀,银翼战神 16+256G 5G全网通,,1.0,荣耀 X50 GT,荣耀 X50 GT
vivo iQOO 12,vivo,12+512G  赛道版,,2.0,vivo iQOO 12,vivo iQOO 12
vivo X100s Pro,vivo,钛色 专属版 12+256G,,2.0,vivo X100 s Pro,vivo X100
华为 Pura 70 Ultra,华为,极速发货 香颂绿 16+1T,,1.0,华为 Pura 70 Ultra,华为 Pura 70 Ultra
三星 Galaxy S24 Ultra,三星,12+1T  钛黑,,1.0,三星 Galaxy S24 Ultra,三星 Galaxy S24 Ultra
vivo iQOO Z9,vivo,山野青 12+512G,,1.0,vivo iQOO Z9,vivo iQOO
华为 MateBook D16 2024,华为,i5-13500H/16G/1T/集显/16英寸 深空灰,,3.0,华为 MateBook D16 2024款,未匹配: 华为 MateBook D16 2024款
Xiaomi 14,小米,雪山粉 16+512G,,2.0,小米 14,小米 14
荣耀 Magic6,荣耀,祁连雪 16+256G 5G全网通,,1.0,荣耀 Magic6,荣耀 Magic6
华为 Pura 70 Ultra,华为,公开零售版 星芒黑 16+512G,,1.0,华为 Pura 70 Ultra,华为 Pura 70 Ultra
华为 Pocket 2,华为,洛可可白 12+512G,,5.0,华为 Pocket 2,未匹配: 华为 Pocket 2
MatePad Pro 2024款,华为,13.2英寸 晶钻白 12GB+512GB WiFi版,,1.0,MatePad Pro 2024款,华为 MatePad Pro 2024款
华为 nova 12 Pro,华为,樱语白 256G,,1.0,华为 nova 12 Pro,未匹配: 华为 nova 12 Pro
华为 MatePad Pro 2023款,华为,12GB+512GB WIFI版 13.2英寸 雅川青,,1.0,华为 MatePad Pro 2023款,华为 MatePad Pro 2023款
华为 Mate 60 Pro+,华为,砚黑 16+1T,,1.0,华为 Mate 60 Pro+,华为 Mate 60 Pro+
Apple Watch Ultra 2,Apple,小号 橄榄色高山回环式表带 钛金属表壳 49MM 蜂窝+GPS版,,1.0,Apple Watch Ultra 2,Apple Watch Ultra 2
红魔9S Pro,努比亚（nubia）,暗夜骑士 12+512G,,2.0,红魔 9S Pro,努比亚 红魔 9S Pro
OPPO A3 Pro,OPPO,天青 12+512G,,2.0,OPPO A3 Pro,OPPO A3 Pro
荣耀X50,荣耀,全新  雨后初晴  标准版 12GB+256GB,,1.0,荣耀 X50,荣耀 X50
Redmi K70,红米,竹月蓝 12+256G,,1.0,Redmi K70,Redmi K70
华硕 灵耀14 2023,华硕,i9-13900H/16G/1TB/2.5K/IPS/冰川银,,1.0,华硕 灵耀14 2023款,未匹配: 华硕 灵耀14 2023款
努比亚Z60 Ultra 领先版,努比亚（nubia）,16+512G 竞速黑,,2.0,努比亚 Z60 Ultra 领先版,未匹配: 努比亚 Z60 Ultra 领先版
联想 小新Pad Pro 2025 舒视版,联想（Lenovo）,大象灰 8GB+256GB,,1.0,联想 小新Pad Pro 2025款 舒视版,未匹配: 联想 小新Pad Pro 2025款 舒视版
华为MatePad SE 2023款,华为,6GB+128GB WIFI版 海岛蓝,,1.0,华为 MatePad SE 2023款,华为 MatePad
华为 MateBook E 2023,华为,i7-1260U/16G/1T/锐炬Xe/12.6英寸 星云灰,,2.0,华为 MateBook E 2023款,华为 MateBook E 2023
荣耀Magic Vs3,荣耀,绒黑色 16+1T,,1.0,荣耀 Magic Vs3,荣耀 Magic Vs3
realme GT6,realme,风暴紫 16+512G,,1.0,realme 真我 GT6,realme 真我 GT6
vivo Y300 Pro,vivo,金镶玉 8+128G,,1.0,vivo Y300 Pro,vivo Y300 Pro
华为 Pura 70 Pro,华为,极速发货 罗兰紫 12+256G,,1.0,华为 Pura 70 Pro,华为 Pura 70 Pro
联想 GeekPro G5000 2024,联想,i7-13650HX/16G/512G/RTX4060/15.6英寸 钛晶灰,,1.0,联想 GeekPro G5000款 2024款,未匹配: 联想 GeekPro G5000款 2024款
一加Ace3 Pro,一加,超跑瓷典藏版 16+512G,,3.0,一加 Ace3 Pro,一加 Ace 3 Pro
荣耀平板X8 Pro,荣耀,8GB+128GB 珊瑚紫,,1.0,荣耀 平板X8 Pro,未匹配: 荣耀 平板X8 Pro
荣耀90 GT,荣耀,星曜黑 16+512G,,1.0,荣耀 90 GT,荣耀 90 GT
魅族 21 Pro,魅族,星夜黑 16+512G,,2.0,魅族 21 Pro,魅族 21 Pro
荣耀X50,荣耀,全新  标准版 8GB+256GB  燃橙色,,2.0,荣耀 X50,荣耀 X50
MacBook Air 2024款,Apple,M3/8+8核/8G+256G 13.6英寸 深空灰色,,1.0,MacBook Air 2024款,MacBook Air 2024款
华为 MateBook D16 2024,华为,i7-13700H/16G/1T/集显/16英寸 深空灰,,1.0,华为 MateBook D16 2024款,未匹配: 华为 MateBook D16 2024款
华为 WATCH GT2 Pro,华为, 曜石黑,,1.0,华为 WATCH GT2 Pro,未匹配: 华为 Watch GT2 Pro
vivo X100s Pro,vivo,钛色 专属版 16+512G,,1.0,vivo X100 s Pro,vivo X100
iPad Pro 2022款,Apple,WiFi版 512G 标准版 (iPad  Pro 2022) 深空灰色 11英寸,,1.0,iPad Pro 2022款,iPad Pro 2022款
荣耀X50,荣耀,全新  标准版  勃朗蓝 8GB+128GB,,1.0,荣耀 X50,荣耀 X50
iPhone 15 Plus,Apple,黑色 512G,,1.0,iPhone 15 Plus,iPhone 15 Plus
vivo X Fold3 Pro,vivo,轻羽白 16+512G,,2.0,vivo X Fold3 Pro,vivo X Fold3 Pro
vivo IQOO Neo9S Pro+,vivo,格斗黑 16+1T,,1.0,vivo iQOO Neo9S Pro+,vivo iQOO Neo 9
iPhone 15 Plus,Apple,粉色 128G,,2.0,iPhone 15 Plus,iPhone 15 Plus
联想 小新Pro16 2024,联想,Ultra 9 185H/32G/1T/锐炫/16英寸 鸽子灰,,1.0,联想 小新Pro16 2024款,未匹配: 联想 小新Pro16 2024款
iPhone 15 Plus,Apple,256G 绿色,,1.0,iPhone 15 Plus,iPhone 15 Plus
realme GT6,realme,光年白 12+256G,,5.0,realme 真我 GT6,realme 真我 GT6
iPhone 14 Plus,Apple,标准版 (iPhone 14 Plus） 紫色 128G,,1.0,iPhone 14 Plus,iPhone 14 Plus
华为 Mate 60 Pro,华为,南糯紫 标准版 12+256G,,2.0,华为 Mate 60 Pro,华为 Mate 60
荣耀V Purse,荣耀,雅黑色 16+256G,,1.0,荣耀 V Purse,荣耀 V Purse
vivo Pad3 Pro,vivo,春潮蓝 16GB+512GB,,2.0,vivo Pad3 Pro,vivo Pad 3 Pro
Apple iPhone 15 Plus,Apple,256G,蓝色,1.0,Apple iPhone 15 Plus,iPhone 15 Plus
红魔9Pro,努比亚（nubia）,氘锋透明银翼 5G全网通  12+512G,,1.0,红魔 9Pro,努比亚 红魔 9Pro
vivo iQOO 12,vivo,16+512G  赛道版,,1.0,vivo iQOO 12,vivo iQOO 12
OPPO A3,OPPO,静海黑 12+512G,,1.0,OPPO A3,OPPO A3
华为 nova 12,华为,12号色 512G,,1.0,华为 nova 12,未匹配: 华为 nova 12
机械革命 蛟龙15K,机械革命（MECHREVO）,R7-7435H/16G/512G/RTX4050/15.6英寸 灰色,,1.0,机械革命 蛟龙15K,未匹配: 机械革命 蛟龙15K
三星 Galaxy Z Flip5,三星,云影灰 标准版 8+512G,,1.0,三星 Galaxy Z Flip 5,三星 Galaxy Z Flip 5
华为 Pocket 2,华为,雅黑 12+512G,,1.0,华为 Pocket 2,未匹配: 华为 Pocket 2
Apple Watch Ultra 2,Apple,大号 橄榄色高山回环式表带 钛金属表壳 49MM 蜂窝+GPS版,,2.0,Apple Watch Ultra 2,Apple Watch Ultra 2
华为 Mate 60 Pro,华为,12+1T 雅丹黑 标准版,,2.0,华为 Mate 60 Pro,华为 Mate 60
小米 14 Ultra,小米,16+512G 白色,,4.0,小米 14 Ultra,小米 14 Ultra
vivo X100 Ultra,vivo,钛色 专属版 12+256G,,2.0,vivo X10 0 Ultra,vivo X100 Ultra
OPPO Reno12,OPPO,乌木黑 12+512G,,2.0,OPPO Reno12,OPPO Reno 12
三星 Galaxy Z Flip6,三星,星夜银 12+256G,,4.0,三星 Galaxy Z Flip 6,三星 Galaxy Z Flip 6
MatePad Pro 2024款,华为,13.2英寸 12GB+256GB WiFi版 曜金黑,,1.0,MatePad Pro 2024款,华为 MatePad Pro 2024款
一加平板 Pro,一加,8GB+256GB 深空灰,,1.0,一加 平板 Pro,一加平板 Pro
OPPO Reno12,OPPO,千禧银 12+512G,,2.0,OPPO Reno12,OPPO Reno 12
惠普暗影精灵9 2023款,惠普（HP）,i9-13900HX/16G/1TB固态/RTX4060/16.1英寸/240Hz 陨石黑,,1.0,惠普 暗影精灵9 2023款,未匹配: 惠普 暗影精灵9 2023款
