pro_title,pro_brand,pro_model,pro_color,数量
华硕 天选5 Pro,华硕,i7-13650HX/16G/1T/RTX4050/16英寸 魔幻青,,1
华为 Mate 60 Pro,华为,12+1T 公开加锁版 雅丹黑 标准版,,1
魅族 21,魅族,魅族白 12+512G,,1
OPPO A3,OPPO,山涧绿 12+256G,,1
iPhone 16 Plus,Apple,黑色 128G,,1
Apple Watch Ultra 2 2024,Apple,黑色野径回环式表带 - S/M 黑色钛金属表壳 GPS＋蜂窝版 49mm,,1
荣耀 X60i,荣耀,云水蓝 12+256G,,1
华硕 无畏16 2023,华硕,i9-13900H/16G/1TB/锐炬Xe/星辰银,,1
vivo X Fold3 Pro,vivo,薄翼黑 16+512G,,1
OPPO Find X7,OPPO, 星空黑 16+256G,,1
联想 小新Pro14 2024,联想,R7-8845H/32G/1T/集显/14英寸 鸽子灰,,1
vivo X Fold3 Pro,vivo,薄翼黑 16+1T,,1
三星 Galaxy Tab S9+,三星,云雾金 WLAN版 12GB+512GB,,1
荣耀X50,荣耀,全新  标准版 16GB+512GB  燃橙色,,1
华硕 天选5 Pro,华硕,i9-13980HX/16G/1T/RTX4060/16英寸 魔幻青,,1
华为 Pura 70,华为,极速配送 羽砂黑 12+256G,,1
iPhone 15（仅激活）,Apple,粉色 128G,,1
红米K70至尊版,红米,墨羽黑 16+1T,,1
iPhone 16 Pro,Apple,原色钛金属 128G,,1
华为 nova 12,华为, 曜金黑 512G,,1
realme GT6,realme,风暴紫 12+256G,,1
iPhone 15,Apple,256G 绿色,,1
华为 FreeBuds Lipstick 2,华为,弦乐白,,1
小米 13,小米,标准版 12+256G 黑色,,1
iPhone 15 Pro Max（99新）,Apple,蓝色钛金属 256G,,1
Apple Watch Series?9,Apple,均码 午夜色回环式表带 铝金属表壳 41mm GPS版,,1
OPPO Pad Air2,oppo,8GB+256GB 流光银,,1
MatePad Pro 2024款,华为,雅川青 16GB+1TB WiFi版,,1
华为 Mate 60 Pro,华为,12+512G 公开加锁版 雅丹黑 标准版,,1
Redmi K70 Pro,红米, 墨羽 12+256G,,1
OPPO A3 Pro,OPPO,天青 12+256G,,1
联想 拯救者Y9000P 2024,联想,碳晶灰 i9-14900HX/16G/1T/RTX4060/16英寸,碳晶灰 i9-14900HX/16G/1T/RTX4060/16英寸,52
iPhone 15 Pro Max,Apple,黑色钛金属 256G,黑色钛金属 256G,1244
华为 Pura 70 Pro,华为,极速发货 12+512G 罗兰紫,极速发货 12+512G 罗兰紫,44
iPhone 15 Pro Max,Apple,蓝色钛金属 256G,蓝色钛金属 256G,239
iPhone 15 Pro Max,Apple,白色钛金属 256G,白色钛金属 256G,967
iPhone 15 Pro,Apple,黑色钛金属 128G,黑色钛金属 128G,27
iPhone 16 Pro Max,Apple,颜色随机 512G,颜色随机 512G,35
华硕 天选5 Pro,华硕,日蚀灰 i9-14900HX/16G/1T/RTX4060/16英寸,日蚀灰 i9-14900HX/16G/1T/RTX4060/16英寸,36
华为 Pura 70 Pro,华为,12+256G 公开加锁版 极速发货 羽砂黑,12+256G 公开加锁版 极速发货 羽砂黑,39
OPPO Reno12,OPPO,千禧银 16+256G,千禧银 16+256G,5
华为 nova 12 活力版,华为, 12号色 512G, 12号色 512G,3
iPhone 15 Pro Max,Apple,白色钛金属 512G,白色钛金属 512G,247
iPhone 16,Apple,深青 512G,深青 512G,1
iPhone 15 Pro Max,Apple,原色钛金属 256G,原色钛金属 256G,735
iPhone 15,Apple,粉色 256G,粉色 256G,18
荣耀X50 GT,荣耀, 银翼战神 5G全网通 12+256G, 银翼战神 5G全网通 12+256G,5
华为 Mate X5,华为,16GB+512GB 典藏版  青山黛,16GB+512GB 典藏版  青山黛,11
iPhone 16 Pro,Apple,黑色钛金属 128G,黑色钛金属 128G,49
华为 Mate 60 Pro,华为,雅丹黑 标准版 12+512G,雅丹黑 标准版 12+512G,100
iPhone 16 Pro,Apple,黑色钛金属 256G,黑色钛金属 256G,64
华硕 天选4,华硕,R7-7735/16G/512GSSD/RTX4060 8G独显/144Hz/100%sRGB/魔幻青,R7-7735/16G/512GSSD/RTX4060 8G独显/144Hz/100%sRGB/魔幻青,13
华为 nova Flip,华为,向新绿 256G,向新绿 256G,6
iPhone 15 Pro Max（99新）,Apple,512G 蓝色钛金属,512G 蓝色钛金属,2
华为Watch3 Pro new,华为,时尚款 棕色真皮表带 钛灰色,时尚款 棕色真皮表带 钛灰色,1
iPhone 16 Pro Max,Apple,颜色随机 256G,颜色随机 256G,133
红魔9S Pro+,努比亚（nubia）,暗夜骑士 16+512G,暗夜骑士 16+512G,35
华为 WATCH GT 4,华为,凝霜白 真皮表带 GT 4 （41mm）,凝霜白 真皮表带 GT 4 （41mm）,8
华为 Pura 70 Pro,华为,极速发货 羽砂黑 12+512G,极速发货 羽砂黑 12+512G,154
vivo S19,vivo,桃花扇 12+512G,桃花扇 12+512G,3
ThinkBook 15 2023,联想,R5-7530U/16G/512G/集显/15.6英寸 银灰色,R5-7530U/16G/512G/集显/15.6英寸 银灰色,1
华为 Mate 60 Pro,华为,雅川青 标准版 12+256G,雅川青 标准版 12+256G,59
iPhone 15 Pro Max,Apple,黑色钛金属 512G,黑色钛金属 512G,241
iPhone 15 Pro Max,Apple,蓝色钛金属 512G,蓝色钛金属 512G,66
华为 Pura 70 Pro+,华为,公开零售版 光织银 16+512G,公开零售版 光织银 16+512G,6
华为 WATCH GT 4,华为,幻夜黑 氟橡胶表带 GT 4 （41mm）,幻夜黑 氟橡胶表带 GT 4 （41mm）,4
iPhone 16,Apple,白色 128G,白色 128G,149
Xiaomi 14,小米,12+256G 黑色,12+256G 黑色,50
vivo Y300 Pro,vivo,12+256G 墨玉黑,12+256G 墨玉黑,8
Redmi K70 Pro,红米,16+256G  晴雪,16+256G  晴雪,1
一加Ace3 Pro,一加,钛空镜银 12+256G,钛空镜银 12+256G,34
vivo iQOO 12,vivo,12+512G  传奇版,12+512G  传奇版,1
一加Ace3 Pro,一加,绿野素青 16+256G,绿野素青 16+256G,1
华为 Pura 70 Pro,华为,极速发货 雪域白 12+512G,极速发货 雪域白 12+512G,104
Apple Watch Series 10,Apple,丹宁色运动型表带 - S/M 银色铝金属表壳 GPS 42mm,丹宁色运动型表带 - S/M 银色铝金属表壳 GPS 42mm,16
iPhone 15 Pro,Apple,原色钛金属 128G,原色钛金属 128G,106
iPhone 15 Pro（99新）,Apple,原色钛金属 256G,原色钛金属 256G,11
iPhone 15 Plus,Apple,蓝色 128G,蓝色 128G,11
华为 Pura 70,华为,公开零售版 冰晶蓝 12+256G,公开零售版 冰晶蓝 12+256G,3
iPhone 16 Pro（仅激活）,Apple,白色钛金属 256G,白色钛金属 256G,3
iPhone 16 Pro（仅激活）,Apple,沙漠色钛金属 256G,沙漠色钛金属 256G,6
Xiaomi 14,小米,12+256G 白色,12+256G 白色,34
iPhone 15 Pro Max,Apple,原色钛金属 512G,原色钛金属 512G,169
一加Ace3 Pro,一加,超跑瓷典藏版 16+512G,超跑瓷典藏版 16+512G,15
iPhone 15,Apple,蓝色 128G,蓝色 128G,67
iPhone 15,Apple,绿色 128G,绿色 128G,13
iPhone 15 Pro,Apple,白色钛金属 128G,白色钛金属 128G,79
iPhone 16 Pro Max,Apple,沙漠色钛金属 256G,沙漠色钛金属 256G,283
iPad Air 2024款 11英寸,Apple,WiFi版 256G 蓝色,WiFi版 256G 蓝色,4
华为 Pura 70 Pro,华为,12+256G 公开加锁版 极速发货 雪域白,12+256G 公开加锁版 极速发货 雪域白,15
华硕 天选5 Pro,华硕,i9-14900HX/16G/1T/RTX4060/16英寸 魔幻青,i9-14900HX/16G/1T/RTX4060/16英寸 魔幻青,33
iPhone 15,Apple,黑色 128G,黑色 128G,107
红米K70至尊版,红米,晴雪白 16+512G,晴雪白 16+512G,19
iPhone 16 Pro Max,Apple,白色钛金属 256G,白色钛金属 256G,1051
iPhone 15,Apple,256G 黑色,256G 黑色,80
华为WATCH 4 Pro,华为,太空探索 深灰色钛金属表带,太空探索 深灰色钛金属表带,15
iPhone 16 Pro Max,Apple,颜色随机 1T,颜色随机 1T,11
iPhone 16 Pro,Apple,沙漠色钛金属 256G,沙漠色钛金属 256G,89
Xiaomi 14 Pro,小米,16+512G 白色,16+512G 白色,26
华为 Mate 60 Pro,华为,雅丹黑 标准版 12+256G,雅丹黑 标准版 12+256G,83
iPhone 15 Plus,Apple,绿色 128G,绿色 128G,3
联想 拯救者Y7000P 2024,联想,i7-14650HX/16G/1T/RTX4050/16英寸 月蚀灰,i7-14650HX/16G/1T/RTX4050/16英寸 月蚀灰,26
华为 Mate X5,华为, 羽砂黑 12+512G, 羽砂黑 12+512G,44
OPPO Reno12,OPPO,乌木黑 16+256G,乌木黑 16+256G,3
HUAWEI MateBook 14 2024款,华为,Ultra 5/16GB/1TB 皓月银,Ultra 5/16GB/1TB 皓月银,5
华为 Mate 60 Pro,华为,白沙银 标准版 12+256G,白沙银 标准版 12+256G,50
iPhone 16 Plus,Apple,256G 白色,256G 白色,26
红米K70至尊版,红米,晴雪白 12+512G,晴雪白 12+512G,11
iPad Air 2024款 11英寸,Apple,WiFi版 128G 深空灰,WiFi版 128G 深空灰,13
iPhone 16,Apple,黑色 128G,黑色 128G,186
iPhone 15,Apple,粉色 128G,粉色 128G,48
iPhone 16,Apple,256G 白色,256G 白色,132
iPhone 16,Apple,256G 黑色,256G 黑色,148
iPhone 15 Pro（99新）,Apple,白色钛金属 128G,白色钛金属 128G,17
华为 Mate 60 Pro,华为,白沙银 标准版 12+512G,白沙银 标准版 12+512G,33
一加Ace3 Pro,一加,绿野素青 16+512G,绿野素青 16+512G,7
vivo X100 Ultra,vivo, 钛色 专属版 16+512G, 钛色 专属版 16+512G,10
三星 Galaxy S24+,三星, 雅岩灰 12+512G, 雅岩灰 12+512G,1
华硕 天选5 Pro,华硕,i9-14900HX/16G/1T/RTX4070/16英寸 魔幻青,i9-14900HX/16G/1T/RTX4070/16英寸 魔幻青,15
iPhone 15 Pro,Apple,蓝色钛金属 512G,蓝色钛金属 512G,3
Xiaomi 14,小米,16+512G 黑色,16+512G 黑色,30
红米K70至尊版,红米,墨羽黑 12+512G,墨羽黑 12+512G,8
iPhone 16 Pro Max（仅激活）,Apple,白色钛金属 1TB,白色钛金属 1TB,2
红米K70至尊版,红米,晴雪白 12+256G,晴雪白 12+256G,44
iPad 2022款,Apple,WiFi版 64G 标准版（iPad 2022） 10.9英寸 粉色,WiFi版 64G 标准版（iPad 2022） 10.9英寸 粉色,12
联想 拯救者R9000P 2024,联想,R9-7945HX/16G/1T/RTX4060/16英寸 冰魄白,R9-7945HX/16G/1T/RTX4060/16英寸 冰魄白,12
魅族21 Note,魅族,魅族白 16+256G,魅族白 16+256G,10
华为 Pura 70,华为,公开零售版 雪域白 12+512G,公开零售版 雪域白 12+512G,8
华为 Mate 60 Pro,华为,12+1T 雅川青 标准版,12+1T 雅川青 标准版,4
三星 Galaxy S24 Ultra,三星,12+1T  钛灰,12+1T  钛灰,3
OPPO Reno12 Pro,OPPO,银幻紫 16+512G,银幻紫 16+512G,12
华为 Mate 60,华为,Mate 60 雅川青 标准版 12+512G,Mate 60 雅川青 标准版 12+512G,6
华为 Mate 60 RS,华为,16+1T 瑞红,16+1T 瑞红,5
华为 WATCH GT 4,华为,云杉绿 复合编织表带 GT 4 （46mm）,云杉绿 复合编织表带 GT 4 （46mm）,3
小米 MIX Flip,小米,幻影紫 12+512G,幻影紫 12+512G,3
iPhone 16 Pro,Apple,原色钛金属 256G,原色钛金属 256G,47
联想 小新Pad 2024款,联想（Lenovo）,6GB+128GB 鸽子灰 11英寸,6GB+128GB 鸽子灰 11英寸,3
HUAWEI WATCH Buds,华为,黑色真皮表带,黑色真皮表带,3
iPhone 15 Pro,Apple,白色钛金属 256G,白色钛金属 256G,56
iPhone 15 Plus,Apple,256G 黑色,256G 黑色,17
iPhone 15 Pro,Apple,蓝色钛金属 256G,蓝色钛金属 256G,21
iPhone 16,Apple,群青 128G,群青 128G,48
iPhone 16 Pro（仅激活）,Apple,沙漠色钛金属 128G,沙漠色钛金属 128G,3
Xiaomi 14,小米,16+1T 黑色,16+1T 黑色,7
华为 Pura 70 Pro,华为,12+1T 公开加锁版 极速发货 羽砂黑,12+1T 公开加锁版 极速发货 羽砂黑,6
华为 Mate X5,华为, 幻影紫 12+512G, 幻影紫 12+512G,42
iPhone 15 Pro（99新）,Apple,原色钛金属 128G,原色钛金属 128G,16
华为 MatePad Pro 2023款,华为,12GB+256GB WIFI版 13.2英寸 曜金黑,12GB+256GB WIFI版 13.2英寸 曜金黑,1
华为 Pura 70 Pro,华为,极速发货 羽砂黑 12+256G,极速发货 羽砂黑 12+256G,26
机械革命 耀世15 Pro 2024,机械革命（MECHREVO）,i7-14650HX/32G/1T/RTX4060/15.3英寸 澜海黑,i7-14650HX/32G/1T/RTX4060/15.3英寸 澜海黑,5
iPhone 16,Apple,粉色 256G,粉色 256G,45
iPhone 15 Plus,Apple,256G 蓝色,256G 蓝色,11
HUAWEI MateBook 14 2024款,华为,Ultra 5/16GB/512GB 深空灰,Ultra 5/16GB/512GB 深空灰,3
vivo Pad3 Pro,vivo,春潮蓝 8GB+256GB,春潮蓝 8GB+256GB,2
华为 Mate 60 Pro,华为,12+256G 公开加锁版 雅川青 标准版,12+256G 公开加锁版 雅川青 标准版,10
华为 MateBook D14 SE 2024,华为,i5-13420H/16GB/512GB/14英寸 皓月银,i5-13420H/16GB/512GB/14英寸 皓月银,2
iPad 2022款,Apple,10.9 英寸 粉色 WiFi版 256G,10.9 英寸 粉色 WiFi版 256G,2
华为 FreeClip,华为,星空黑,星空黑,13
iPhone 15 Pro,Apple,黑色钛金属 256G,黑色钛金属 256G,31
联想 小新14 2024,联想,R7-8845H/16G/512G/集显/14英寸 霜雪银,R7-8845H/16G/512G/集显/14英寸 霜雪银,1
华硕 ROG枪神7 Plus,华硕,i9-13980HX/16G/1TBSSD/RTX4070 8G独显/240Hz/2.5K/黑色,i9-13980HX/16G/1TBSSD/RTX4070 8G独显/240Hz/2.5K/黑色,1
iPad Pro 2024款 11英寸,Apple,标准玻璃 深空黑 WiFi版 256G,标准玻璃 深空黑 WiFi版 256G,29
华为 Pura 70 Pro+,华为,公开零售版 弦乐白 16+512G,公开零售版 弦乐白 16+512G,3
iPhone 16 Pro（仅激活）,Apple,沙漠色钛金属 512G,沙漠色钛金属 512G,2
OPPO A3 Pro,OPPO,天青 12+512G,天青 12+512G,1
iPhone 16 Plus,Apple,黑色 128G,黑色 128G,21
一加Ace3 Pro,一加,钛空镜银 16+512G,钛空镜银 16+512G,18
iPhone 15 Pro Max,Apple,1T 黑色钛金属,1T 黑色钛金属,14
联想 拯救者Y7000P 2024,联想,i7-14650HX/16G/1T/RTX4060/16英寸 月蚀灰,i7-14650HX/16G/1T/RTX4060/16英寸 月蚀灰,20
iPhone 16 Pro Max（仅激活）,Apple,沙漠色钛金属 512G,沙漠色钛金属 512G,4
iPhone 16,Apple,白色 512G,白色 512G,12
Redmi K70 Pro,红米, 晴雪 16+512G, 晴雪 16+512G,3
OPPO A3,OPPO,静海黑 12+256G,静海黑 12+256G,2
iPhone 16 Pro,Apple,原色钛金属 128G,原色钛金属 128G,34
vivo X100s,vivo,专属版 16+512G  深空灰,专属版 16+512G  深空灰,5
vivo Pad3 Pro,vivo,寒星灰 16GB+512GB,寒星灰 16GB+512GB,7
华为 FreeClip 耳夹耳机,华为,流光紫,流光紫,4
iPhone 16,Apple,群青 256G,群青 256G,64
iPhone 15 Pro,Apple,原色钛金属 256G,原色钛金属 256G,58
华为 Pura 70 Pro,华为,12+512G 公开加锁版 极速发货 羽砂黑,12+512G 公开加锁版 极速发货 羽砂黑,14
华为 Mate 60 RS,华为,瑞红 16+512G,瑞红 16+512G,5
vivo X Fold3,vivo,轻羽白 16+256G,轻羽白 16+256G,6
iPhone 15,Apple,256G 蓝色,256G 蓝色,44
红米K70至尊版,红米,墨羽黑 16+512G,墨羽黑 16+512G,15
华为WATCH 4 Pro,华为,火星钛 钛金属表带,火星钛 钛金属表带,11
华硕 天选4,华硕,R7-7735H/16G/512GSSD/RTX4050 6G独显/144Hz/100% sRGB/日蚀灰,R7-7735H/16G/512GSSD/RTX4050 6G独显/144Hz/100% sRGB/日蚀灰,11
iPad Air 2024款 11英寸,Apple,WiFi版 128G 紫色,WiFi版 128G 紫色,23
iPhone 16 Pro Max,Apple,沙漠色钛金属 512G,沙漠色钛金属 512G,93
华为 Mate 60,华为,Mate 60 雅丹黑 标准版 12+512G,Mate 60 雅丹黑 标准版 12+512G,4
iPhone 15 Pro Max,Apple,1T 白色钛金属,1T 白色钛金属,6
红米K70至尊版,红米,墨羽黑 16+1T,墨羽黑 16+1T,10
iPhone 16 Pro Max（仅激活）,Apple,黑色钛金属 256G,黑色钛金属 256G,8
华为 Mate 60 Pro,华为,雅川青 标准版 12+512G,雅川青 标准版 12+512G,59
联想 拯救者Y7000P 2024,联想,i7-14700HX/16G/1T/RTX4070/16英寸 月蚀灰,i7-14700HX/16G/1T/RTX4070/16英寸 月蚀灰,19
华为 Mate 60 Pro,华为,12+512G 公开加锁版 雅丹黑 标准版,12+512G 公开加锁版 雅丹黑 标准版,23
联想 拯救者Y9000P 2024,联想,冰魄白 i9-14900HX/32G/1T/RTX4060/16英寸,冰魄白 i9-14900HX/32G/1T/RTX4060/16英寸,12
iPhone 16 Pro Max（仅激活）,Apple,原色钛金属 256G,原色钛金属 256G,2
红米K70至尊版,红米,冰璃蓝 16+512G,冰璃蓝 16+512G,7
iPhone 16 Pro Max,Apple,白色钛金属 512G,白色钛金属 512G,262
iPhone 16 Pro Max（仅激活）,Apple,沙漠色钛金属 256G,沙漠色钛金属 256G,26
Xiaomi 14,小米,16+512G 白色,16+512G 白色,16
iPhone 16（仅激活）,Apple,128G 白色,128G 白色,2
iPhone 16 Pro,Apple,白色钛金属 128G,白色钛金属 128G,82
华硕 天选5 Pro,华硕,日蚀灰 R9-7940HX/16G/1T/RTX4060/16英寸,日蚀灰 R9-7940HX/16G/1T/RTX4060/16英寸,6
iPad Air 2024款 11英寸,Apple,WiFi版 256G 深空灰,WiFi版 256G 深空灰,19
iPhone 15（仅激活）,Apple,粉色 128G,粉色 128G,2
iPad Pro 2024款 13英寸,Apple,标准玻璃 WiFi版 256G 银色,标准玻璃 WiFi版 256G 银色,15
华为 Pura 70 Pro,华为,12+256G 公开加锁版 极速发货 罗兰紫,12+256G 公开加锁版 极速发货 罗兰紫,12
iPhone 16（仅激活）,Apple,白色 256G,白色 256G,1
华为 Mate 60 Pro+,华为,砚黑 16+512G,砚黑 16+512G,8
荣耀 Magic6 Pro,荣耀, 海湖青 5G全网通 12+256G, 海湖青 5G全网通 12+256G,2
iPhone 15 Pro（仅激活）,Apple,原色钛金属 128G,原色钛金属 128G,3
华为 Pocket 2,华为,洛可可白 12+256G,洛可可白 12+256G,8
联想 拯救者Y700 2023款,联想（Lenovo）,钛晶灰 12GB+256GB,钛晶灰 12GB+256GB,16
荣耀X50,荣耀,全新  雨后初晴  标准版 12GB+256GB,全新  雨后初晴  标准版 12GB+256GB,4
华硕 天选5 Pro,华硕,日蚀灰 i9-13980HX/16G/1T/RTX4060/16英寸,日蚀灰 i9-13980HX/16G/1T/RTX4060/16英寸,12
OPPO A3 Pro,OPPO,远山蓝 12+512G,远山蓝 12+512G,4
惠普 星Book Plus 15,惠普（HP）,i5-1340P/16G/1TB SSD /锐炬/Win11/FHD IPS/100%色域/背光键盘/指纹/蓝色,i5-1340P/16G/1TB SSD /锐炬/Win11/FHD IPS/100%色域/背光键盘/指纹/蓝色,1
一加平板 Pro,一加,12GB+256GB 深空灰,12GB+256GB 深空灰,5
华为 Pura 70 Pro,华为,12+512G 公开加锁版 极速发货 雪域白,12+512G 公开加锁版 极速发货 雪域白,7
iPhone 16（仅激活）,Apple,粉色 128G,粉色 128G,1
iPhone 16（仅激活）,Apple,群青 256G,群青 256G,2
iPhone 15 Pro Max（仅激活）,Apple,原色钛金属 256G,原色钛金属 256G,7
一加平板 Pro,一加,16GB+512GB 深空灰,16GB+512GB 深空灰,3
华为 MateBook D16 2024,华为,i9-13900H/16G/1T/集显/16英寸 深空灰,i9-13900H/16G/1T/集显/16英寸 深空灰,1
联想 小新Pro14 2024,联想,R7-8845H/16G/1T/集显/14英寸 鸽子灰,R7-8845H/16G/1T/集显/14英寸 鸽子灰,3
iPhone 15 Pro Max（99新）,Apple,原色钛金属 256G,原色钛金属 256G,10
vivo Y300 Pro,vivo,羊脂白 12+512G,羊脂白 12+512G,3
Xiaomi 14,小米,雪山粉 12+256G,雪山粉 12+256G,8
Redmi K70,红米,16+256G  墨羽,16+256G  墨羽,3
iPhone 16 Pro Max（仅激活）,Apple,原色钛金属 512G,原色钛金属 512G,2
OPPO Reno12 Pro,OPPO,乌木黑 16+256G,乌木黑 16+256G,8
iPhone 15（仅激活）,Apple,128G 黑色,128G 黑色,2
荣耀 Magic6 Pro,荣耀, 绒黑色 5G全网通 12+256G, 绒黑色 5G全网通 12+256G,2
iPhone 16 Plus,Apple,粉色 256G,粉色 256G,6
iPhone 16 Pro,Apple,白色钛金属 512G,白色钛金属 512G,72
华硕 天选5 Pro,华硕,i7-13650HX/16G/1T/RTX4060/16英寸 魔幻青,i7-13650HX/16G/1T/RTX4060/16英寸 魔幻青,18
vivo X100s Pro,vivo, 钛色 16+1T 专属版, 钛色 16+1T 专属版,2
Xiaomi 14 Pro,小米,12+256G 黑色,12+256G 黑色,29
iPhone 16 Plus（仅激活）,Apple,128G 白色,128G 白色,1
三星 Galaxy S24 Ultra,三星, 钛黑 12+256G, 钛黑 12+256G,27
华为 Mate 60 Pro,华为,12+256G 公开加锁版 白沙银 标准版,12+256G 公开加锁版 白沙银 标准版,13
iPhone 15 Pro（仅激活）,Apple,黑色钛金属 512G,黑色钛金属 512G,1
联想 拯救者Y9000P 2024,联想,i9-14900HX/32G/1T/RTX4060/16英寸/AI元启 碳晶灰,i9-14900HX/32G/1T/RTX4060/16英寸/AI元启 碳晶灰,29
iPhone 16,Apple,深青 128G,深青 128G,57
华硕 天选5 Pro,华硕,日蚀灰 i7-13650HX/16G/512G/RTX4050/16英寸,日蚀灰 i7-13650HX/16G/512G/RTX4050/16英寸,7
iPhone 16 Pro（仅激活）,Apple,黑色钛金属 256G,黑色钛金属 256G,2
三星 Galaxy S24 Ultra,三星, 钛灰 12+256G, 钛灰 12+256G,12
华为 Mate X5,华为,16GB+1TB 典藏版  青山黛,16GB+1TB 典藏版  青山黛,2
华为 Mate 60 Pro,华为,12+256G 公开加锁版 雅丹黑 标准版,12+256G 公开加锁版 雅丹黑 标准版,10
华为 WATCH GT 4,华为,曜石黑 氟橡胶表带 GT 4 （46mm）,曜石黑 氟橡胶表带 GT 4 （46mm）,4
华为 Mate X5,华为,16GB+512GB 典藏版  幻影紫,16GB+512GB 典藏版  幻影紫,15
iPhone 15 Plus（仅激活）,Apple,蓝色 128G,蓝色 128G,1
iPhone 16（仅激活）,Apple,深青 128G,深青 128G,4
机械革命 蛟龙15K,机械革命（MECHREVO）,R7-7435H/16G/512G/RTX4050/15.6英寸 灰色,R7-7435H/16G/512G/RTX4050/15.6英寸 灰色,1
iPhone 16 Pro Max,Apple,黑色钛金属 256G,黑色钛金属 256G,235
iPhone 16 Pro,Apple,颜色随机 128G,颜色随机 128G,3
iPhone 16,Apple,群青 512G,群青 512G,7
iPhone 15（仅激活）,Apple,黑色 256G,黑色 256G,1
iPhone 15（仅激活）,Apple,蓝色 256G,蓝色 256G,2
iPhone 16 Pro Max（仅激活）,Apple,白色钛金属 256G,白色钛金属 256G,8
华为 WATCH GT 4,华为,草木绿 绿色氟橡胶表带 GT 4 （41mm）,草木绿 绿色氟橡胶表带 GT 4 （41mm）,3
HUAWEI MateBook 14 2024款,华为,Ultra 5/16GB/1TB 深空灰,Ultra 5/16GB/1TB 深空灰,5
iPhone 16 Plus（仅激活）,Apple,深青 256G,深青 256G,1
Redmi K70 Pro,红米,24+1T  晴雪,24+1T  晴雪,1
一加Ace3 Pro,一加,钛空镜银 24+1T,钛空镜银 24+1T,10
OPPO Find X7,OPPO, 星空黑 16+256G, 星空黑 16+256G,3
华为 MateBook D16 2024,华为,i5-13420H/16G/1T/集显/16英寸 皓月银,i5-13420H/16G/1T/集显/16英寸 皓月银,9
小米 14 Ultra,小米,龙晶蓝 12+256G,龙晶蓝 12+256G,4
Redmi K70E,红米, 晴雪 12+256G, 晴雪 12+256G,2
vivo iQOO Z9 Turbo+,vivo,月影钛 16+256G,月影钛 16+256G,14
Redmi K70E,红米, 影青 12+256G, 影青 12+256G,3
华为 Mate 60 Pro,华为,12+512G 公开加锁版 雅川青 标准版,12+512G 公开加锁版 雅川青 标准版,11
Xiaomi 14,小米,岩石青 12+256G,岩石青 12+256G,15
Redmi Note 13 Pro+,红米,浅梦空间 16+512G,浅梦空间 16+512G,1
华硕 天选5 Pro,华硕,日蚀灰 i7-13650HX/16G/1T/RTX4060/16英寸,日蚀灰 i7-13650HX/16G/1T/RTX4060/16英寸,11
iPhone 16 Pro（仅激活）,Apple,黑色钛金属 512G,黑色钛金属 512G,2
vivo X100s,vivo, 青云 专属版 16+512G, 青云 专属版 16+512G,14
iPhone 16 Pro Max（仅激活）,Apple,黑色钛金属 512G,黑色钛金属 512G,1
华为 Mate X5,华为,16GB+512GB 典藏版  羽砂黑,16GB+512GB 典藏版  羽砂黑,16
小米 14 Ultra,小米,12+256G 白色,12+256G 白色,4
iPhone 16 Pro Max（仅激活）,Apple,白色钛金属 512G,白色钛金属 512G,3
华硕 天选5 Pro,华硕,R9-7940HX/16G/1T/RTX4070/16英寸 魔幻青,R9-7940HX/16G/1T/RTX4070/16英寸 魔幻青,13
iPad Air 2024款 11英寸,Apple,WiFi版 256G 紫色,WiFi版 256G 紫色,11
华为 Mate X5,华为,16GB+1TB 典藏版  羽砂金,16GB+1TB 典藏版  羽砂金,2
iPhone 16 Pro Max（仅激活）,Apple,沙漠色钛金属 1TB,沙漠色钛金属 1TB,6
三星 Galaxy Z Flip5,三星,云影灰 标准版 8+256G,云影灰 标准版 8+256G,3
联想 拯救者Y9000P 2024,联想,碳晶灰 i9-14900HX/32G/1T/RTX4060/16英寸,碳晶灰 i9-14900HX/32G/1T/RTX4060/16英寸,34
iPhone 16 Pro（仅激活）,Apple,原色钛金属 256G,原色钛金属 256G,3
华为 Mate 60 Pro,华为,12+256G 公开加锁版 南糯紫 标准版,12+256G 公开加锁版 南糯紫 标准版,3
iPhone 16 Pro,Apple,原色钛金属 512G,原色钛金属 512G,5
华为 Pura 70 Pro,华为,极速发货 雪域白 12+256G,极速发货 雪域白 12+256G,29
